"UNIQUE_ID","EPA_REG","LAT_DD83","LON_DD83","PTL_COND","NTL_COND","CHLA_COND","TROPHIC_STATE","ATZ_EPA_COND_3.4","ATZ_DETECT","CYLSPER_EPA_COND","CYLSPER_DETECT","MICX_EPA_COND","MICX_DETECT","ECOLI_EPA_COND","ECOLI_DETECT","BENT_MMI_COND_2017","ZOOP_MMI_COND_2017","DRAWDOWN_COND_2CAT_2017","LITRIPCVR_COND","LITCVR_COND","RVEG_COND","RDIS_COND","NLA_SCI_STATUS","distToNearestBlock","low_minor_buf","low_inc_buf","min_inc","max_inc"
"NLA_MS-10045","Region_04",34.31396,-88.59346,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Poor","Poor","Not Assessed","Fair","Good","Fair","Poor","Moderately Disturbed",0,0.147018030513176,0.554785020804438,0.554785020804438,0.554785020804438
"NLA_OH-10039","Region_05",41.23823,-83.02039,"Good","Poor","Good","Oligotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Not Assessed","Poor","Not Large","Poor","Fair","Poor","Fair","Moderately Disturbed",0,0.0923807637303196,0.202436596915716,0.103719599427753,0.251282051282051
"NLA_NE-10195","Region_07",41.67748,-103.1098,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Poor","Not Large","Poor","Poor","Poor","Fair","Least Disturbed",0,0.207340629370538,0.307619614285623,0.304144775248102,0.375893769152196
"NLA_ME-10085","Region_01",44.99273106,-69.31837903,"Fair","Fair","Fair","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Fair","Good","Poor","Good","Moderately Disturbed",0,0.0453387516196545,0.460235002434845,0.313479623824451,0.482785602503912
"NLA_TX-10239","Region_06",32.4657,-98.4127,"Good","Poor","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.07588424437299,0.223151125401929,0.223151125401929,0.223151125401929
"NLA_FL-10040","Region_04",28.89574,-81.83983,"Good","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Poor","Poor","Not Large","Fair","Poor","Good","Fair","Least Disturbed",NA,NA,NA,NA,NA
"NLA_SC-10051","Region_04",34.63796,-79.89975,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Fair","Fair","Good","Fair","Least Disturbed",0,0.212812160694896,0.261848341232227,0.261848341232227,0.261848341232227
"NLA_VA-10014","Region_03",37.30188,-76.82107,"Poor","Fair","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.139919665364388,0.163949333302463,0.088572226879016,0.190056965302951
"NLA_VA-10007","Region_03",37.35866948,-76.84210284,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Good","Least Disturbed",NA,NA,NA,NA,NA
"NLA_NE-10207","Region_07",41.97981,-102.2251,"Good","Good","Good","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.014723926380368,0.244471744471744,0.244471744471744,0.244471744471744
"NLA_OR-10108","Region_10",44.3629,-117.6942,"Poor","Poor","Fair","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Fair","Not Large","Poor","Poor","Poor","Fair","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_MO-10044","Region_07",36.65984,-91.88282,"Good","Fair","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Poor","Good","Poor","Poor","Moderately Disturbed",0,0.119098712446351,0.32725321888412,0.32725321888412,0.32725321888412
"NLA_AL-10039","Region_04",31.62067,-88.35121,"Poor","Good","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Good","Not Large","Good","Good","Good","Fair","Least Disturbed",0,0.228202368137782,0.52469813391877,0.52469813391877,0.52469813391877
"NLA_AL-10051","Region_04",32.21074,-87.75033,"Fair","Fair","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Fair","Not Large","Good","Good","Fair","Fair","Moderately Disturbed",0,0.62475442043222,0.478388998035363,0.478388998035363,0.478388998035363
"NLA_ND-10192","Region_08",46.84995,-99.41453,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Poor","Not Large","Fair","Good","Fair","Poor","Least Disturbed",0,0.021390374331551,0.327338129496402,0.327338129496402,0.327338129496402
"NLA_ND-10021","Region_08",48.25678,-98.89154,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Fair","Poor","Not Large","Fair","Good","Fair","Fair","Moderately Disturbed",0,0.047281323877069,0.08274231678487,0.08274231678487,0.08274231678487
"NLA_ND-10130","Region_08",48.54729,-99.18517,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Fair","Not Large","Fair","Good","Poor","Fair","Least Disturbed",0,0.127490039840637,0.409972299168975,0.409972299168975,0.409972299168975
"NLA_IN-10065","Region_05",41.07632,-86.46293,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Poor","Good","Poor","Poor","Least Disturbed",0,0.04562881932051,0.326383932514954,0.307964601769911,0.354066985645933
"NLA_NM-10094","Region_06",36.68847,-107.6851,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Poor","Not Large","Fair","Fair","Fair","Fair","Least Disturbed",0,0.365693430656934,0.247561890472618,0.247561890472618,0.247561890472618
"NLA_CO-10099","Region_08",38.08872,-105.6771,"Good","Good","Poor","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Fair","Not Large","Poor","Good","Poor","Good","Moderately Disturbed",0,0.03106936416185,0.444364161849711,0.444364161849711,0.444364161849711
"NLA_CO-10053","Region_08",39.0367,-107.9111,"Fair","Fair","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.008158508158508,0.495337995337995,0.495337995337995,0.495337995337995
"NLA_CO-10101","Region_08",38.19279,-106.8384,"Fair","Fair","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Good","Not Large","Poor","Good","Poor","Fair","Least Disturbed",0,0.03106936416185,0.444364161849711,0.444364161849711,0.444364161849711
"NLA_TX-10023","Region_06",35.6388,-101.6602,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Not Assessed","Poor","Not Large","Fair","Good","Fair","Good","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_UT-10069","Region_08",40.83098,-110.0191,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0,0,0,0
"NLA_VT-10029","Region_01",43.45205996,-72.70189813,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Fair","Fair","Fair","Fair","Moderately Disturbed",0,0.061475409836066,0.298398835516739,0.298398835516739,0.298398835516739
"NLA_OK-10165","Region_06",36.47332,-96.35644,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Poor","Poor","Poor","Poor","Moderately Disturbed",0,0.499038461538461,0.519038076152304,0.519038076152304,0.519038076152304
"NLA_OK-10091","Region_06",36.81637,-96.04201,"Fair","Good","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.305999999999999,0.44,0.44,0.44
"NLA_CO-10085","Region_08",37.82878,-107.1838,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Good","Fair","Not Large","Poor","Poor","Poor","Fair","Least Disturbed",0,0.097949886104784,0.347380410022779,0.347380410022779,0.347380410022779
"NLA_LA-10002","Region_06",31.6674,-91.50773,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Fair","Good","Fair","Poor","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_OR-10084","Region_10",43.85417,-124.1468,"Good","Good","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Not Assessed","Poor","Not Large","Good","Good","Good","Fair","Least Disturbed",0,0.058103975535168,0.410805300713557,0.410805300713557,0.410805300713557
"NLA_WI-10125","Region_05",45.62225,-90.48676,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.0751910111239868,0.311377225576731,0.242841993637327,0.312274368231046
"NLA_ND-10118","Region_08",48.95604,-99.83556,"Fair","Fair","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.72829131652661,0.392907801418439,0.392907801418439,0.392907801418439
"NLA_ND-10147","Region_08",48.67467,-99.97743,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Fair","Poor","Not Large","Fair","Good","Fair","Fair","Moderately Disturbed",0,0.560717196414018,0.506152584085315,0.506152584085315,0.506152584085315
"NLA_ND-10142","Region_08",48.66521,-103.0633,"Good","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Fair","Good","Poor","Fair","Least Disturbed",0,0.127476313522825,0.240484429065743,0.240484429065743,0.240484429065743
"NLA_NE-10119","Region_07",42.55822,-100.5246,"Good","Good","Fair","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Good","Good","Good","Fair","Least Disturbed",0,0.075700934579439,0.325757575757575,0.325757575757575,0.325757575757575
"NLA_ME-10084","Region_01",44.4387,-69.15053,"Poor","Fair","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Poor","Not Large","Good","Good","Good","Good","Moderately Disturbed",0,0.012889366272825,0.357679914070891,0.357679914070891,0.357679914070891
"NLA_OK-10149","Region_06",36.18536,-96.96621,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Not Assessed","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.085764294049008,0.359393232205367,0.359393232205367,0.359393232205367
"NLA_ND-10167","Region_08",48.20118,-98.92039,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Fair","Poor","Not Large","Fair","Good","Fair","Fair","Least Disturbed",0,0.047281323877069,0.08274231678487,0.08274231678487,0.08274231678487
"NLA_OK-10001","Region_06",35.99293,-96.87368,"Poor","Poor","Poor","Eutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Good","Not Assessed","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.198019801980198,0.382838283828382,0.382838283828382,0.382838283828382
"NLA_TX-10215","Region_06",31.95055,-103.9405,"Good","Fair","Poor","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Not Assessed","Good","Large","Poor","Fair","Poor","Good","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_IN-10175","Region_05",37.95701,-87.40161,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Poor","Good","Not Large","Poor","Poor","Poor","Poor","Moderately Disturbed",0,0.0768729149483305,0.175707533570739,0.049362174154187,0.516331658291457
"NLA_RI-10056","Region_01",41.78866,-71.46894,"Good","Fair","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Fair","Fair","Most Disturbed",0,0.33794545908554,0.300277241562269,0.163994169096209,0.764575235980011
"NLA_ID-10215","Region_10",42.17765,-111.8766,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Fair","Good","Not Large","Good","Good","Good","Fair","Least Disturbed",0,0.195959595959596,0.394949494949494,0.394949494949494,0.394949494949494
"NLA_LA-10169","Region_06",30.78229,-90.1467,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Poor","Poor","Not Large","Poor","Poor","Good","Poor","Least Disturbed",0,0.129862442615296,0.305909943047829,0.225643896976483,0.592105263157894
"NLA_WI-10186","Region_05",45.75673,-89.45093,"Good","Good","Good","Mesotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Fair","Not Large","Good","Good","Good","Fair","Moderately Disturbed",0,0.0307032102653796,0.19211635782966,0.153465346534653,0.203294117647058
"NLA_CO-10004","Region_08",39.9858551,-107.2317809,"Fair","Poor","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Poor","Good","Not Large","Fair","Good","Fair","Good","Moderately Disturbed",0,0.114045618247298,0.153661464585834,0.153661464585834,0.153661464585834
"NLA_CO-10071","Region_08",37.54114,-107.5965,"Good","Good","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Good","Good","Least Disturbed",0,0.099330931549151,0.094698919197118,0.094698919197118,0.094698919197118
"NLA_ND-10066","Region_08",48.74898,-102.9426,"Poor","Poor","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Poor","Poor","Not Large","Poor","Good","Poor","Poor","Moderately Disturbed",0,0.0961107023705819,0.246434917334819,0.240484429065743,0.257276995305164
"NLA_ND-10166","Region_08",48.74491,-102.6896,"Poor","Poor","Fair","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","Poor","Fair","Not Large","Poor","Poor","Poor","Good","Moderately Disturbed",0,0.038961038961039,0.257276995305164,0.257276995305164,0.257276995305164
"NLA_NE-10149","Region_07",41.09245,-96.35328,"Fair","Good","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","Not Assessed","Fair","Not Large","Fair","Fair","Good","Fair","Least Disturbed",0,0.032626427406199,0.135399673735725,0.135399673735725,0.135399673735725
"NLA_OK-10029","Region_06",36.70544,-96.41911,"Good","Good","Good","Eutrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Good","Good","Not Large","Good","Good","Fair","Fair","Moderately Disturbed",NA,NA,NA,NA,NA
"NLA_NE-10148","Region_07",42.35167,-101.2442,"Fair","Good","Good","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Fair","Good","Not Large","Good","Good","Good","Poor","Least Disturbed",0,0.028619528619529,0.232323232323232,0.232323232323232,0.232323232323232
"NLA_NE-10123","Region_07",41.3862,-96.4811,"Poor","Poor","Poor","Hypereutrophic","At or Below Benchmark","Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Detected","At or Below Benchmark","Detected","Not Assessed","Fair","Not Large","Poor","Poor","Poor","Poor","Least Disturbed",0,0.0448059159798227,0.16892856534342,0.120689655172413,0.595125500181884
"NLA_OR-10161","Region_10",44.79653,-121.8139,"Poor","Poor","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Good","Good","Not Large","Good","Good","Good","Good","Least Disturbed",0,0.883339769168061,0.663224858232862,0.659027777777777,0.720930232558139
"NLA_CA-10005","Region_09",39.11326,-120.4389,"Good","Fair","Good","Oligotrophic","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","At or Below Benchmark","Not Detected","Not Assessed","Good","Large","Good","Good","Fair","Fair","Least Disturbed",NA,NA,NA,NA,NA
